0.000000	-3331.616918	-11176.319263	4748.315185	8144.439238	-18639.209108	-566.974350	-31202.096486	-29756.765635	505.641163	6950.856084	-7778.496477	-381.387816	6765.984805	-1501.254916	-16405.912209	-10823.564032	-0.010000	0.410000	0.246000	192.000000	127.500000	88.000000	6.000000	104.000000	3.500000	88.000000	0.000000	0.000000	0.000000	1630662935.190197	0.000000
2.000000	-3357.522590	-11053.027040	4850.842637	8338.139455	-18687.332414	-513.598384	-31150.665122	-29612.775697	855.200095	13787.338291	-15565.888949	-884.972618	13465.942558	-3230.989365	-32751.809985	-21660.092075	-0.010000	0.410000	0.246000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1630662935.190318	0.000000
4.000000	-3275.357577	-11095.920038	4856.005890	8247.726649	-18592.181038	-447.124296	-31148.452300	-29640.916543	985.130785	13919.347694	-15400.173116	-660.985787	13521.084311	-3054.544694	-32617.163076	-21528.037969	-0.010000	0.410000	0.246000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1630662935.190391	0.000000
6.000000	-3335.461418	-11081.972549	4800.662971	8257.784934	-18631.408349	-529.311660	-31151.983875	-29657.166261	988.595306	13853.745324	-15529.723827	-789.508318	13551.683849	-3055.394060	-32776.083979	-21633.337037	-0.013000	0.515000	0.304000	192.000000	127.500000	64.000000	9.500000	48.000000	5.500000	40.000000	0.000000	0.000000	0.000000	1630662935.190439	0.000000
8.000000	-3255.464525	-10981.076775	4926.838568	8360.938234	-18622.042969	-408.992220	-31112.756564	-29556.605763	920.221319	13895.900714	-15418.926229	-765.659006	13511.808337	-3178.798041	-32594.006669	-21531.658951	-0.013000	0.515000	0.304000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1630662935.190489	0.000000
10.000000	-3281.012569	-11169.122001	4787.095462	8171.127221	-18604.675663	-526.025954	-31188.327812	-29725.584951	1066.893466	13946.370953	-15428.403369	-670.172354	13576.024899	-2951.547855	-32698.389315	-21564.270146	-0.013000	0.515000	0.304000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1630662935.190536	0.000000
12.000000	-3323.614994	-11008.234144	4855.536503	8344.397944	-18671.820303	-497.214555	-31142.238515	-29587.205301	904.306877	13800.123489	-15528.494481	-868.968769	13504.946352	-3208.615268	-32719.042327	-21642.657714	-0.013000	0.515000	0.304000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1630662935.190584	0.000000
14.000000	-3259.957225	-11074.730584	4855.380041	8238.473027	-18587.263654	-432.103924	-31146.395939	-29632.288770	989.265858	13938.033752	-15391.791212	-674.597999	13532.617811	-3049.113220	-32599.840474	-21532.530669	-0.013000	0.515000	0.304000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1630662935.190621	0.000000
16.000000	-3340.222340	-11068.561503	4781.798098	8238.696544	-18637.331562	-526.316527	-31168.859442	-29639.083700	982.828555	13852.918309	-15534.127120	-808.529652	13549.493378	-3048.465019	-32768.663200	-21636.555688	-0.019500	0.618500	0.365000	192.000000	127.500000	24.000000	11.000000	72.000000	6.500000	40.000000	0.000000	0.000000	0.000000	1630662935.190658	0.000000
18.000000	-3278.933856	-11017.890098	4896.864879	8351.192874	-18634.179966	-424.727848	-31108.375622	-29573.771903	918.299069	13876.812324	-15427.218727	-761.769803	13506.622732	-3172.450146	-32590.832721	-21545.338219	-0.019500	0.618500	0.365000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1630662935.190696	0.000000
