time,X,y
48.90118145942688,,
48.986202239990234,0.39204,1.29282
49.062217712402344,0.39357,1.31052
49.138235569000244,0.39123,1.31086
49.21325469017029,0.38981,1.31697
49.28728699684143,0.0,0.0
49.37728786468506,0.0,0.0
49.4523241519928,0.0,0.0
49.542325019836426,0.0,0.0
49.61734437942505,0.0,0.0
49.692360639572144,0.0,0.0
49.767374753952026,0.37789,0.93554
49.84239459037781,0.57658,1.42015
49.91740822792053,,1.36788
